state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe
Tennessee,Macon County,47111,75.7,0.4,15.7,0.3,1.7,0.4,7.1,0.8,0.5,0.5,3.16,0.16,10.3,2.1,0.2,0.2,5.2,NA,70.5,3.2,62.4,3.3,65.9,3.1,9170,280,0.3,0.5,2.1,1,0,0.4,0.2,0.2,2.7,1,25.6,2.6,22.5,3.2,74.4,2.6,80.3,2.3,57564,5063,32.5,3.1,39.4,0.9,37430,2770,23375,1819,31331,1156,0.4,0.4,1.2,0.9,0.2,0.3,22527,2025,2.56,0.08,23842,NA,NA,NA,NA,NA,NA,NA,2,0.8,2.9,1.1,11,1.8,0,1,2.4,1.7,3.8,3,6.3,1.2,95.6,1,91.9,0.1
Tennessee,Madison County,47113,77.4,0.1,16.4,0.1,1.8,0.3,6.2,0.1,1.1,0.1,3.06,0.06,25.6,1.3,37.2,0.4,3.9,NA,77.4,1.4,69.4,1.6,76.4,1.3,37944,569,0.8,0.3,1.1,0.4,0.3,0.2,0.7,0.2,2.9,0.5,37.7,1.5,5.1,0.9,62.3,1.5,88.9,1,66240,2044,19,0.7,38.7,0.4,48161,1351,26718,742,35221,1152,0.1,0.1,1.6,0.6,0,0.1,26722,874,2.47,0.04,97625,NA,18.5,1.7,8.7,1.5,30.6,3.7,2,0.4,4.5,0.8,9.2,0.9,0.4,0.3,4.2,1.2,2.9,1.7,7.5,0.8,57.9,0.6,55.8,0.4
Tennessee,Marion County,47115,78.8,0.1,19.5,0.1,1.5,0.4,5.8,0.1,0.5,0.2,2.93,0.1,12.8,1.6,2.6,0.4,1.8,NA,73,2.7,65.1,3,72.4,2.7,11477,281,0.1,0.1,0.1,0.1,0,0.1,0.2,0.1,1.2,0.6,25.1,2.4,18.4,2.4,74.9,2.4,81.5,1.8,61823,3386,NA,NA,43.4,0.3,49432,3145,23598,1741,35648,2539,0.1,0.1,0.5,0.4,0,0.1,25467,1258,2.46,0.06,28538,NA,NA,NA,NA,NA,NA,NA,3.4,0.5,3.9,1.3,8.1,1.3,0,0.1,2.3,1.3,1.4,1.7,8.3,1,93,0.4,91.7,0.1
Tennessee,Marshall County,47117,76.3,0.1,15.7,0.1,1.6,0.4,6,0.2,0.3,0.1,3.14,0.1,14.7,2.1,7.6,0.4,5.4,NA,76.5,2.3,67.2,2.7,75.7,2.4,12324,303,0.4,0.3,0.9,0.7,0.2,0.3,0.9,0.5,3.7,0.6,28.2,2.4,14.6,2.2,71.8,2.4,85.4,1.8,65012,3753,30.2,1.5,38.9,0.6,53197,3789,28320,1201,35245,1496,0.1,0.1,1,0.6,0,0.1,25410,1426,2.64,0.06,32965,NA,NA,NA,NA,NA,NA,NA,1.4,0.4,5,1.3,7.5,1.2,0,0.7,3.4,1.7,1.5,2,7.4,0.9,89.6,0.6,84.9,0.4
Tennessee,Maury County,47119,76.6,0.1,15.5,0.1,1.6,0.3,6.7,0.1,0.9,0.2,3.13,0.07,23,1.5,11.5,0.5,5.8,NA,82,1.6,76.6,1.7,81.2,1.2,34688,433,0.9,0.2,0.8,0.3,0.1,0.1,0.7,0.3,4.9,0.6,30.1,1.9,10.2,1.3,69.9,1.9,90.2,0.9,74734,3578,29.8,1,39.1,0.4,57170,2496,30161,775,38017,1341,0.2,0.1,0.8,0.3,0,0.1,28970,1292,2.62,0.03,91976,NA,10.1,1.1,9,1.6,12.2,2.7,2.7,0.5,3.8,0.9,8.7,1.1,0,0.3,5.4,1.8,4.4,2.8,7.7,0.6,83.9,0.5,79.3,0.1
Tennessee,Meigs County,47121,79.5,0.8,21.7,0.8,1.4,0.6,5.2,0.3,0.2,0.3,2.92,0.18,9.8,1.9,1.9,0.6,2.1,NA,67,4.1,56.3,3.9,70.3,3.7,4938,170,0.5,0.7,0,0.7,0,0.7,0.4,0.7,0.8,0.6,21.3,3.4,35.3,3.6,78.7,3.4,83.8,2.4,59132,3372,NA,NA,46,0.9,49167,3527,24033,2247,37202,2372,0.3,0.3,0,0.3,0,0.3,24525,1394,2.43,0.08,12104,NA,NA,NA,NA,NA,NA,NA,1.5,0.5,7.8,2.7,10.4,2.2,0.3,0.4,5.7,5.5,9.3,7.7,7.9,1.2,96.1,0.3,94.1,0.1
Tennessee,Monroe County,47123,78.5,0.1,20.7,0.4,1.6,0.4,5.8,0.2,0.4,0.1,2.95,0.11,13.4,1.5,2.1,0.3,4.4,NA,75.5,2.3,63.1,2.6,70.6,2.4,17987,417,0.2,0.2,0.9,0.7,0,0.1,0.7,0.5,3.1,1,23.3,2.4,26.5,2.6,76.7,2.4,82.4,1.9,56518,3034,29,1.8,43.9,0.5,42429,3935,22364,1407,31275,866,0.6,0.3,0.9,0.5,0,0.1,23207,1803,2.53,0.06,46064,NA,18.4,2.3,10.6,2.5,28,5.1,1.7,0.4,6.5,1.9,9.2,1.1,0.2,0.3,3.7,1.6,2.6,2.5,9.6,1.2,94.2,0.6,91,0.1
Tennessee,Montgomery County,47125,73.1,NA,9.1,0.1,1,0.1,8.4,0.1,2.2,0.2,3.2,0.05,28.5,1.1,20.1,0.5,10,NA,86.4,0.9,81.9,1.1,85.3,0.9,72617,695,2.2,0.3,1.2,0.3,0.7,0.3,2.6,0.4,7.4,0.7,40.5,1.2,4.7,0.6,59.5,1.2,92.9,0.7,71258,1588,25.9,0.6,30.8,0.2,57541,1667,31030,578,38042,984,0.6,0.1,1.5,0.3,0.4,0.1,26923,591,2.71,0.03,200180,NA,13.3,0.8,8.1,1.8,17.1,1.6,4.8,0.4,6.1,0.7,8,0.7,0.6,0.5,3.6,0.8,3.7,1.2,19.6,0.9,70.5,0.4,63.3,0.1
Tennessee,Moore County,47127,79.9,1,20.5,0.4,2.3,1.2,5.3,0.9,2.4,2.8,2.85,0.19,22.7,4.5,2.2,1.9,0.2,0.4,68,6,62.6,6,75.2,5,2592,152,0.5,0.7,1.6,1.9,0,1.3,2.4,2,0,1.3,15.2,4.8,15,4.2,84.8,4.8,85.9,3.8,75473,7328,NA,NA,45,1.1,57708,7866,31250,2652,37958,6387,1.6,1.6,0,0.5,0,0.5,30658,3016,2.44,0.14,6378,NA,NA,NA,NA,NA,NA,NA,1,1.1,4.3,2.4,9.5,3.7,1.4,1.9,8.4,7.9,4.9,6.1,10.9,2.3,92.8,0.4,92.6,0.2
Tennessee,Morgan County,47129,80.6,0.2,17.4,0.2,1.6,0.5,4.9,0.1,0.1,0.1,2.76,0.12,9.4,1.6,5.8,0.8,1.3,NA,71.5,3.1,60.8,3.4,68.3,3.3,7625,291,0.1,0.1,0.3,0.3,0.2,0.4,0.6,0.4,1,0.6,18.4,2.9,27.3,3.1,81.6,2.9,80.3,2.1,57062,3905,NA,NA,41.6,0.4,41333,3049,21844,1458,31834,1811,0.4,0.4,0.3,0.2,0,0.2,20204,1547,2.45,0.08,21545,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,6.2,1.9,10.2,1.7,0,1,3.9,2.5,6.3,5.1,8.9,1.2,92.9,1.1,92.1,1
Tennessee,Obion County,47131,78.1,0.1,19.8,0.1,2.7,0.4,5.7,0.1,0.4,0.1,2.9,0.1,15.3,1.6,10.3,0.6,4.4,NA,75.5,2.1,62.3,3.1,72,2,12717,296,0.3,0.2,0.5,0.4,0.4,0.4,1,0.5,3,0.6,35.1,2.4,9.9,1.4,64.9,2.4,83.5,1.6,54450,3000,NA,NA,42.6,0.5,39615,1911,23795,1484,29639,2085,0.3,0.1,1.8,0.7,0,0.1,23375,1220,2.35,0.05,30365,NA,21.1,2.2,12.8,2.6,30.3,5.2,2.1,0.7,5.4,1.4,9.3,1.2,0,0.6,3.1,1.7,4.2,2.7,7.5,0.9,85.2,0.7,82.9,0.1
Tennessee,Overton County,47133,78,0.5,20.1,0.2,2.1,0.5,5.4,0.4,0.4,0.4,2.91,0.1,12.8,2,0.7,0.7,1.5,NA,63.7,2.9,62.5,3,60.6,3,9140,226,0.8,0.4,0,0.4,0,0.4,0.8,0.5,1.1,0.7,20.3,2.4,18.7,2.3,79.7,2.4,80.6,1.6,52813,3692,NA,NA,43,0.5,37197,3092,23281,1396,32411,2354,0.1,0.1,0,0.1,0.4,0.6,21808,1516,2.38,0.06,22068,NA,NA,NA,NA,NA,NA,NA,0.9,0.5,3.6,1.3,8.6,1.6,0.3,0.5,4.1,2.7,1.5,2.3,6.6,0.9,97.5,0.1,96.1,0.1
Tennessee,Perry County,47135,77.9,NA,20.5,0.3,2.1,0.9,6.3,0.4,2.2,2,3.15,0.22,11.5,2.8,2.7,1.5,1.4,1.1,58.8,5.6,55.5,5.7,50.2,5.3,3073,176,0.4,0.5,0.2,0.3,0,1.1,2.4,1.5,0.9,0.7,17.6,4,28.5,5.1,82.4,4,74.9,3.8,72210,18500,25.5,3.6,43.2,0.5,41034,5221,19701,2342,31618,2031,0.2,0.2,0.4,0.5,0,0.4,27970,6975,2.54,0.15,7962,NA,NA,NA,NA,NA,NA,NA,1.9,1.3,9.1,4.3,16.1,3.8,0,2.3,15.7,6.7,6.8,4.8,7.2,2,92.6,0.9,91.9,0.4
Tennessee,Pickett County,47137,81.7,NA,26.9,NA,1.5,0.9,4.4,NA,0,0.7,2.67,0.26,9.4,3.2,0.2,0.3,0.4,0.5,72.9,5.5,63.5,6.6,55.5,6.2,2281,179,0,1.5,0.4,0.7,0,1.5,0,1.5,0.6,0.8,18.3,5.4,21.7,5.9,81.7,5.4,74.4,6.2,54705,7958,NA,NA,50.1,0.1,39554,3640,21654,1808,26743,5252,0,0.7,0,0.7,0,0.7,24907,3446,2.19,0.17,5079,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,4.6,3.7,4,2,0,2.6,0.5,0.7,0.7,2,9,2.4,99.5,0.6,99.4,0.7
Tennessee,Polk County,47139,80.2,NA,20.5,0.3,1.6,0.5,4.8,0.2,0.1,0.1,2.64,0.13,11.9,1.8,0.3,0.2,2.1,NA,71.4,3.1,58.2,4.1,67.8,3.2,7383,246,0.1,0.2,0.8,0.8,0,0.5,0.6,0.4,1.9,0.8,26.3,3.3,25.1,3.5,73.7,3.3,82.4,2.5,60185,4933,29.4,2,45.6,0.3,43306,2371,25015,1386,32160,2127,0.3,0.3,1.1,0.7,0,0.2,25405,1939,2.24,0.07,16814,NA,NA,NA,NA,NA,NA,NA,2.1,0.4,7.2,2.2,11.2,2.2,0,1,8,5.2,4.8,3.6,8.4,1.1,96.1,0.7,94.8,0.4
Tennessee,Putnam County,47141,79.1,0.1,16.6,0.2,1.9,0.3,5.8,0.2,1.3,0.2,2.9,0.06,26.4,1.8,2.2,0.3,6.2,NA,77.6,2,74.7,2.1,75.9,1.9,31424,442,0.6,0.2,1.2,0.4,0.4,0.3,0.9,0.3,3.8,0.7,38.5,1.7,6.2,0.9,61.5,1.7,86.6,1.2,60800,2410,NA,NA,36.4,0.5,44259,2192,24160,984,32497,1915,0.3,0.2,0.9,0.4,0,0.1,24946,980,2.36,0.03,77447,NA,18.9,1.9,7.6,1.9,23.1,4.7,1.9,0.5,3.8,0.8,8.3,0.9,0.2,0.3,2.5,1.2,0.7,0.8,6.9,0.8,93.3,0.4,88.4,0.1
Tennessee,Rhea County,47143,76.8,0.3,18,0.2,1.9,0.4,6.5,0.4,0.5,0.2,3.19,0.15,16.9,2,2.3,0.4,5,NA,72.6,3.2,62.7,3.2,72.9,3.1,12177,477,0.3,0.3,1.4,0.5,0,0.3,0.8,0.4,2.8,0.7,28.8,2.9,20.8,2.8,71.2,2.9,80.8,2.3,57598,3335,NA,NA,38.9,0.9,42206,3492,23097,1561,31394,3104,0.3,0.3,0.7,0.6,0,0.1,22336,1124,2.61,0.1,32719,NA,19.3,3.3,10.8,3.3,28.9,7.5,1.9,0.5,7.6,2,9.6,1.4,0,0.6,4.2,1.9,3.3,2.3,8.5,1.1,94.4,0.6,90.5,0.1
Tennessee,Roane County,47145,81.1,0.1,22.2,0.3,2.1,0.4,4.6,0.2,0.8,0.1,3.09,0.1,19.8,1.6,2.3,0.3,1.8,NA,74.5,2.5,67.6,2.4,72.4,2.2,20901,561,0.5,0.4,0.4,0.4,0,0.2,1.3,0.5,2,0.7,22.8,2,15.5,1.7,77.2,2,88.9,1.4,73148,4554,NA,NA,46.4,0.4,53367,2290,26097,1267,34732,2237,0.4,0.2,0.5,0.2,0,0.1,30209,1847,2.5,0.07,53075,NA,13.8,2,11.6,2.4,17.4,4.9,2.2,0.5,6.4,1.4,7.8,1.2,0.6,0.5,1.3,0.8,0,1.2,12.3,1,93.7,0.2,92.7,0.1
Tennessee,Robertson County,47147,75.8,0.1,14.5,0.1,1.1,0.2,6.3,0.1,0.6,0.1,3.05,0.05,19.6,1.5,7.3,0.3,6.9,NA,82.6,1.6,73.5,1.7,81.6,1.5,25713,311,0.7,0.3,1.4,0.4,0.4,0.3,0.9,0.4,4.6,0.5,26,1.9,9,1.2,74,1.9,87.2,1.2,79439,3189,NA,NA,39,0.4,63307,2468,31153,818,38014,1327,0.3,0.1,2.1,0.7,0.1,0.1,29524,1132,2.69,0.03,70280,NA,11.5,1.7,7.6,1.8,17.4,3.4,2.3,0.5,4.4,1,8.6,0.9,0.3,0.4,3.1,1.2,1.6,1.2,7.9,0.7,87.5,0.7,83.3,0.1
Tennessee,Rutherford County,47149,75.2,NA,10.2,0.1,1,0.1,6.6,0.1,3.4,0.1,3.26,0.03,32.2,0.9,14.8,0.3,8,NA,86.7,0.9,82.4,0.9,87.2,0.9,111676,873,2.5,0.3,2.6,0.4,1.3,0.3,1.5,0.3,6.3,0.5,34.8,0.8,3.5,0.5,65.2,0.8,91.8,0.5,82581,1475,NA,NA,33.5,0.1,67429,1289,32018,474,40860,590,0.3,0.1,1.4,0.3,0,0.1,30159,552,2.78,0.02,315815,NA,11.1,0.8,6.3,1.2,14.1,1.5,3.3,0.3,3.9,0.5,8.6,0.6,0.8,0.4,5.1,0.9,4.7,1.4,7.6,0.4,76.8,0.4,70.8,0.1
Tennessee,Scott County,47151,75.8,0.3,16.5,0.2,1.7,0.6,6.1,0.1,0,0.1,2.95,0.13,9.2,2,0.6,0.2,1,NA,66.3,3.5,54.5,4,69.6,3.1,8664,256,0.1,0.2,0,0.4,0,0.4,0.1,0.1,1.1,0.3,30,3.4,25.6,3.2,70,3.4,79.8,2.3,51084,4497,NA,NA,39.4,0.8,38864,4131,20467,1402,31554,1451,0.3,0.2,0.1,0.1,0,0.2,20849,1936,2.49,0.07,21969,NA,NA,NA,NA,NA,NA,NA,1.2,0.5,6.4,2,10.4,1.7,0.3,0.5,3.7,1.8,4,3.4,8.4,1.3,97.8,0.3,97.1,0.1
Tennessee,Sequatchie County,47153,79.7,0.4,20,0.4,1.1,0.5,4.8,0.3,0,0.2,3.03,0.13,15.1,2.8,0.2,0.2,3.5,NA,73.2,4,68.5,4.2,71.5,3.3,5528,193,0,0.6,1.6,1.5,0,0.6,0.9,0.7,3,1.3,25.3,4.2,22.7,4,74.7,4.2,81.6,2.6,58572,3987,NA,NA,44.1,0.6,49370,5747,21794,1954,31950,1868,0.1,0.1,0.1,0.1,0,0.2,23050,1593,2.64,0.09,14816,NA,NA,NA,NA,NA,NA,NA,2.5,0.3,4.8,1.8,11.6,2.9,0,1.2,6.8,6.1,7.1,9.2,10.7,1.7,97.1,0.1,93.5,0.1
Tennessee,Sevier County,47155,79.5,0.2,19.3,0.2,2.2,0.3,5.4,0.1,0.8,0.3,3.01,0.07,17.4,1.1,0.9,0.2,6,NA,77.4,1.7,71.9,1.5,77.2,1.3,37210,767,0.8,0.3,2.3,0.5,0.3,0.3,1.6,0.5,4.1,0.6,30.6,1.6,15.9,1.5,69.4,1.6,85,1.1,63337,2777,NA,NA,42.9,0.4,49610,2373,23907,898,28450,1075,0.4,0.2,1,0.4,0,0.1,25283,1080,2.58,0.05,97068,NA,13.7,1.5,8,1.4,20.5,3.6,2.1,0.4,4.6,1,15.3,1.1,0.4,0.3,4.9,1.6,4.6,2.2,8.4,0.6,94.7,0.5,90,0.1
Tennessee,Shelby County,47157,74.9,NA,13.1,0.1,1.5,0.1,7.1,0.1,2.6,0.1,3.38,0.03,31.6,0.5,53.7,0.1,6.4,NA,75.3,0.6,67.5,0.6,76.5,0.5,351194,1718,1.7,0.1,1.8,0.2,1,0.1,1.8,0.2,4.9,0.2,44.9,0.6,0.9,0.1,55.1,0.6,88.4,0.3,76734,1034,22.8,0.2,35.6,0.1,51657,816,28181,520,36699,471,0.2,0.1,2.7,0.2,0,0.1,30104,399,2.62,0.01,936374,NA,19.3,0.6,10.9,0.7,31,1.3,1.7,0.2,6.8,0.3,11.5,0.4,1,0.3,5.6,0.6,4.7,0.8,7.2,0.2,39.1,0.2,35.8,0.1
Tennessee,Smith County,47159,76.8,0.8,16.4,0.3,1.6,0.5,5.7,0.2,0.4,0.4,3.05,0.11,14.4,1.9,2.8,1.2,2.7,NA,75.7,3,68.3,3.4,69.8,3,7603,183,0.3,0.3,0.4,0.6,0.4,0.5,0.2,0.3,1.5,0.9,26.1,2.9,19.4,3,73.9,2.9,85.3,2.1,75035,12402,NA,NA,40.3,0.6,48068,2617,28205,2428,34901,1753,0.5,0.2,1.1,0.8,0,0.2,28797,3518,2.57,0.06,19740,NA,NA,NA,NA,NA,NA,NA,1.8,0.7,3.1,1.1,7.6,1.5,0,1.1,1.7,1,2.2,1.8,7.2,1.3,93.4,0.7,92.6,0.4
Tennessee,Stewart County,47161,78.7,0.4,19.6,0.7,1.4,0.6,6.1,0.6,0.7,0.4,3.24,0.25,15.6,2.6,1,0.4,3,NA,66.7,3.4,61,4,65.9,3.4,5178,272,0.8,0.7,0.2,0.3,0,0.7,1.4,1.2,1.4,0.6,25,4.2,18,3.4,75,4.2,87.2,2.7,58720,4014,NA,NA,44.2,0.8,45809,4669,24176,2381,31579,1586,0.2,0.3,0.7,0.6,0.4,0.4,24113,1619,2.57,0.13,13427,NA,NA,NA,NA,NA,NA,NA,3.3,0.9,6.5,2.6,7.9,1.9,0,1.4,4.5,3.5,5.6,9,14.5,1.9,93.6,0.8,91.8,0.1
Tennessee,Sullivan County,47163,80.5,NA,21.5,0.1,2.5,0.2,4.9,0.1,0.6,0.1,2.89,0.05,23.6,0.8,2,0.2,1.9,NA,79,0.8,72,0.9,72.6,1.1,66511,670,0.4,0.1,0.3,0.1,0.1,0.1,0.9,0.2,1.7,0.3,28.2,0.9,11.3,0.7,71.8,0.9,87.2,0.8,66012,1688,21.4,0.5,45.1,0.2,46684,1277,24758,498,32313,583,0.1,0.1,0.6,0.2,0.1,0.1,28429,661,2.32,0.02,157050,NA,15.9,1,8.6,0.8,26.2,2.4,2.2,0.3,5.8,0.6,8.4,0.6,0.1,0.1,2,0.6,2.1,1.3,9.7,0.5,94.4,0.2,93.4,0.1
Tennessee,Sumner County,47165,76.3,0.1,15.6,0.1,1.7,0.2,6.1,0.1,1.4,0.1,3.2,0.05,28.1,0.8,7.3,0.3,4.9,NA,84.9,1,78.1,1.1,79.8,1,67089,633,0.8,0.2,1,0.3,0.4,0.2,1.9,0.4,3.6,0.3,26.4,1.1,6.6,0.5,73.6,1.1,89.7,0.6,89411,2516,NA,NA,39.8,0.2,67204,1447,32203,451,41153,790,0.3,0.1,1.5,0.4,0.1,0.1,33851,939,2.71,0.02,183437,NA,9,0.8,6.9,1.1,11.8,1.8,2.2,0.4,2.7,0.4,8.5,0.7,0.8,0.5,4.4,0.9,3.7,1.4,8.6,0.5,87.2,0.4,84.1,0.1
Tennessee,Tipton County,47167,75.4,0.1,14.1,0.1,1.3,0.3,6.1,0.1,0.8,0.3,3.23,0.08,17.3,1.5,18.4,0.6,2.8,NA,75.4,1.9,69,1.9,79.3,1.8,21452,378,0.6,0.3,0.4,0.3,0.1,0.1,0.6,0.4,3,0.7,28.7,1.8,8.7,1.4,71.3,1.8,87.8,1.1,78069,3861,33.4,1,37.5,0.5,61291,2764,30703,791,40059,1629,0.3,0.2,0.6,0.3,0,0.1,28457,1379,2.83,0.05,61447,NA,12.4,1.9,7.4,2.5,18,4.3,2.1,0.6,5.5,1,9.1,1,0.5,0.4,2.4,1.3,0.7,0.5,12.2,1.1,77.7,0.4,75.7,0.2
Tennessee,Trousdale County,47169,81.1,NA,13.9,0.9,1.6,0.9,5.8,0.9,0.2,0.2,3.71,0.37,13.8,3.5,10.2,1.7,1.1,0.8,70,5.6,58.2,6.7,73.7,5.9,3189,210,0.3,0.5,1.6,2.2,0,1.1,0.2,0.4,2,2,21.2,4.4,16.9,5.3,78.8,4.4,84.4,3.9,64745,7407,NA,NA,35.1,1.1,56321,3640,26749,2269,32824,4662,0.5,0.5,0.3,0.3,0,0.3,24795,3528,2.92,0.16,10231,NA,NA,NA,NA,NA,NA,NA,3.8,1.6,7.1,4,13.2,4.2,0,2.6,1.1,1.8,0,5.2,9,2.1,84.9,0.8,84.2,0.3
Tennessee,Unicoi County,47171,82.7,0.7,23.2,0.7,2.3,0.7,4.1,0.3,0.3,0.3,2.72,0.13,14.8,2.2,0.3,0.3,4.9,NA,67.4,4,64.9,3.2,62.7,3.8,7658,274,0.5,0.7,0.3,0.5,0,0.5,0.8,0.6,3.8,1.1,28.1,3.6,16.5,2.8,71.9,3.6,85,1.7,52758,3412,NA,NA,46.5,0.7,41890,3607,21814,1672,30681,1546,0.1,0.2,1.3,0.8,0,0.2,23455,1603,2.25,0.07,17811,NA,NA,NA,NA,NA,NA,NA,1.6,0.7,5.9,1.9,10.1,2.2,0,0.9,0.8,1,1.6,3.1,11.1,1.5,96.4,1,93.1,0.2
Tennessee,Union County,47173,78.2,0.3,18.1,0.5,1.5,0.5,5.3,0.2,0.3,0.3,2.99,0.15,9.9,2.1,0.5,0.2,1.7,NA,65.7,3.8,58.9,4.2,77.8,2.5,7405,297,0.6,0.5,0.4,0.4,0,0.5,1.2,0.7,1.4,1,24.6,3.3,28.8,3.1,75.4,3.3,77.1,2.7,61863,5559,NA,NA,43,0.5,44671,4686,22784,2041,33480,2937,0,0.1,0.2,0.3,0.3,0.4,24010,2149,2.61,0.11,19488,NA,NA,NA,NA,NA,NA,NA,1.1,0.6,7.9,2.4,11,2.1,1.4,1,5.1,2.6,12.9,9,9.2,1.2,97.6,0.4,96.2,0.2
Tennessee,Van Buren County,47175,81.2,0.5,22.5,0.4,1.6,0.7,5.3,0.5,0,0.6,3.08,0.25,7.8,2.4,0.3,0.3,0.7,0.8,69,4.9,62,5.3,58.8,6.3,2141,142,0.1,0.2,0.1,0.2,0.3,0.5,1.4,1.5,2.1,1.9,18.5,5.2,22.4,4.8,81.5,5.2,79,3.1,52846,5695,NA,NA,46.9,1.1,42724,8367,21845,1885,27136,4146,0,0.6,0.2,0.3,0,0.6,20634,1952,2.64,0.17,5760,NA,NA,NA,NA,NA,NA,NA,3.3,0.9,9.2,3.3,14.8,3.8,0,2.7,5.8,6.1,13.7,18.1,8.3,1.6,96.3,0.7,95.7,0.6
Tennessee,Warren County,47177,76.3,0.1,17.2,0.2,2,0.4,6,0.1,0.7,0.1,3.22,0.1,14.5,1.4,2.1,0.5,9.1,NA,70,2.3,62.7,2.9,67.7,2.5,15727,380,0.5,0.3,2,0.7,0.2,0.3,0.9,0.6,5.5,0.8,30.5,2.6,12.1,2,69.5,2.6,79.5,1.9,56764,3826,NA,NA,40,0.5,41125,1585,23268,1544,30901,1017,0.3,0.2,2.5,0.9,0.2,0.3,22802,1565,2.55,0.06,40702,NA,21.7,2.1,10.7,2.2,37.7,4.9,2.7,0.5,5,1.2,12.8,1.6,0.4,0.4,9,3.2,6.6,4.3,7.7,1.1,91.4,1,85.2,0.1
Tennessee,Washington County,47179,80.7,NA,17.9,0.1,2,0.3,5,0.1,1.7,0.1,2.86,0.05,31.8,1.4,4.2,0.3,3.4,NA,81.8,1,74.2,1.6,77.6,1.2,53859,710,1.1,0.3,0.5,0.2,0.5,0.3,1.6,0.4,2.6,0.4,35.6,1.4,9.3,0.9,64.4,1.4,88.8,1,69061,2427,NA,NA,40.2,0.5,48334,1741,24948,722,35875,1052,0.4,0.1,0.6,0.2,0,0.1,29656,993,2.28,0.03,127805,NA,15.4,1.3,8.8,1.8,19.2,2.8,2.1,0.4,4.2,0.7,8.9,0.9,0.1,0.1,4.2,1.3,2.3,1.9,10.5,0.6,91.1,0.3,88.6,0.1
Tennessee,Wayne County,47181,81.7,0.8,18.7,0.2,1.9,0.6,4.9,0.8,0.8,0.8,3.09,0.19,9.7,1.9,6.8,1,2.1,NA,67.6,3.5,54.6,3.6,64.8,3.4,5764,290,1,1.4,0.2,0.3,0,0.6,1,0.7,0.8,0.7,22.6,3.7,24.9,3.8,77.4,3.7,80.2,2.2,54652,4602,NA,NA,43,0.6,41427,3360,21390,987,28170,3651,0.1,0.2,0.3,0.3,0,0.2,20689,1814,2.54,0.12,16693,NA,NA,NA,NA,NA,NA,NA,0.5,0.4,6.4,2.2,12,2.4,0,1.2,6.6,3.3,0.4,0.7,9.3,1.7,91.4,0.3,89.7,0.1
Tennessee,Weakley County,47183,80.7,0.1,18,0.2,2.5,0.5,5.1,0.1,0.3,0.2,2.79,0.08,21.6,1.7,8.4,0.4,2.6,NA,69.9,2.1,64.8,2.6,70.4,2.2,13640,423,0.2,0.2,0.5,0.4,0.2,0.3,0.5,0.4,1.7,0.5,34.7,2.2,12.4,1.5,65.3,2.2,85.1,1.5,54538,4853,NA,NA,38.6,0.7,39937,2236,21594,1204,31874,842,0.4,0.2,0.9,0.4,0.1,0.1,22755,2118,2.27,0.05,33510,NA,20.3,2.1,11.5,2.4,27.6,5.5,1.4,0.4,5,1.2,9.9,1.7,0.6,0.6,7.6,3.4,15.2,9.3,7.9,0.9,88.5,0.4,86.8,0.2
