date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
2020-02-25,shot,vehicle,19,M,B,New York,NY,False,attack,Car,False
2020-02-25,shot,knife,23,M,W,Pocatello,ID,False,other,Car,True
2020-02-25,shot,gun,16,M,W,Georgetown,TX,False,attack,Not fleeing,False
2020-02-25,shot,toy weapon,23,M,W,Brea,CA,False,attack,,False
2020-02-25,shot,gun,56,M,W,Dalzell,SC,False,attack,Not fleeing,False
2020-02-26,shot,undetermined,35,M,,Kansas City,MO,False,undetermined,,False
2020-02-26,shot,vehicle,30,M,B,Bradenton,FL,False,attack,Car,False
2020-02-26,shot,gun,30,M,H,Greeley,CO,False,other,Not fleeing,False
2020-02-26,shot,gun,30,M,W,Tahlequah,OK,False,attack,Car,False
2020-02-26,shot,knife,54,M,,Sylvania Township,OH,False,other,Not fleeing,False
2020-02-26,shot,unarmed,NA,M,,Garden Grove,CA,False,attack,,True
2020-02-27,shot,gun,36,M,W,Lakeville,MN,True,attack,Not fleeing,False
2020-02-27,shot,knife,33,M,W,Clarkdale,AZ,False,other,,False
2020-02-27,shot,gun,39,M,H,Jacksonville,FL,True,attack,,False
2020-02-28,shot,gun,22,M,H,Moses Lake,WA,False,attack,Other,False
2020-02-29,shot,gun,49,M,B,Milwaukee,WI,False,other,,False
2020-02-29,shot,gun,45,M,H,San Antonio,TX,False,attack,Not fleeing,False
2020-02-29,shot,knife,45,M,W,Henderson,NV,True,other,Not fleeing,True
2020-03-01,shot,gun,30,M,W,Pueblo,CO,False,attack,Car,False
2020-03-01,shot,gun,30,M,H,Santa Clarita,CA,False,other,Not fleeing,False
2020-03-01,shot,gun,NA,M,,Santa Ana,CA,False,other,,False
2020-03-01,shot,gun,NA,M,,Cloverleaf,TX,True,attack,Not fleeing,False
2020-03-01,shot,gun,31,M,W,Mocksville,NC,False,attack,,False
2020-03-02,shot,toy weapon,34,M,W,Keithville,LA,True,attack,Not fleeing,False
2020-03-02,shot,BB gun,73,M,W,Sherman,TX,False,attack,Car,False
2020-03-03,shot,knife,49,M,H,Miami-Dade,FL,False,other,Not fleeing,False
2020-03-03,shot,gun,39,M,W,Riverside,WA,False,attack,,False
2020-03-04,shot,unarmed,37,M,W,Manila,AR,True,attack,Not fleeing,False
2020-03-04,shot,gun,73,M,,Fayetteville,NC,False,attack,Not fleeing,False
2020-03-05,shot,gun,NA,M,W,Ariton,AL,False,other,Car,False
2020-03-05,shot,knife,31,M,O,Henrico,VA,False,attack,Not fleeing,False
2020-03-05,shot,gun,25,M,B,Pittsburgh,PA,False,attack,Not fleeing,False
2020-03-06,shot,gun,41,M,,Tucson,AZ,True,attack,Not fleeing,False
2020-03-06,shot,gun,24,M,B,Fairfield,OH,False,other,Not fleeing,False
2020-03-06,shot,unarmed,27,M,B,Fort Lauderdale,FL,False,attack,Foot,False
2020-03-06,shot,knife,NA,M,W,Tulsa,OK,False,attack,Not fleeing,False
2020-03-06,shot,unarmed,32,M,W,Edison,CA,False,attack,Not fleeing,False
2020-03-07,shot,knife,33,M,,Stroudsburg,PA,False,other,Not fleeing,False
2020-03-07,shot,vehicle,43,M,W,Harrison Township,OH,False,attack,Car,False
2020-03-08,shot,gun,65,M,,Montgomery,AL,False,attack,Not fleeing,False
2020-03-08,shot,gun,84,M,W,Apache Junction,AZ,False,attack,Not fleeing,False
2020-03-08,shot,knife,29,F,H,Torrance,CA,False,other,Not fleeing,False
2020-03-08,shot,unarmed,31,M,W,Humble,TX,False,other,Foot,False
2020-03-08,shot,gun,57,M,W,Backus,MN,False,other,Not fleeing,False
2020-03-08,shot,unarmed,37,M,W,Wasilla,AK,False,attack,Not fleeing,False
2020-03-09,shot,gun,29,F,W,Dinuba,CA,True,attack,Not fleeing,False
2020-03-09,shot,screwdriver,47,M,H,Elmendorf,TX,False,other,,False
2020-03-10,shot,unarmed,44,M,H,Bell Gardens,CA,True,undetermined,,False
2020-03-11,shot,gun,38,M,W,Elkton,FL,False,attack,Car,False
2020-03-11,shot,gun,32,F,W,Anchor Point,AK,False,attack,,False
2020-03-12,shot,gun,21,M,W,Potomac,MD,False,attack,Not fleeing,True
2020-03-12,shot,unarmed,47,M,B,Kansas City,MO,False,undetermined,Foot,False
2020-03-13,shot,unarmed,26,F,B,Louisville,KY,False,other,Not fleeing,False
2020-03-13,shot,unarmed,30,M,H,Claremore,OK,False,attack,Foot,False
2020-03-13,shot,gun,62,M,W,New Kensington,PA,True,attack,,False
2020-03-13,shot,toy weapon,41,M,H,Chandler,AZ,False,attack,Not fleeing,False
2020-03-13,shot,gun,50,M,A,Garland,TX,False,attack,Not fleeing,False
2020-03-13,shot,knife,NA,M,W,Mufreesboro,TN,True,other,Not fleeing,False
2020-03-14,shot,vehicle,48,M,,Cocoa,FL,False,attack,Car,False
2020-03-14,shot,gun,31,M,H,Taos,NM,False,attack,Car,False
2020-03-14,shot,gun,30,M,W,Louisville,KY,False,attack,Foot,True
2020-03-14,shot,tire iron,32,M,W,Springfield,OR,False,attack,Not fleeing,False
2020-03-14,shot,gun,30,M,,Lodi,CA,False,attack,Car,False
2020-03-14,shot,gun,20,M,W,Pueblo,CO,False,attack,Foot,False
2020-03-15,shot,gun,38,M,W,High Point,NC,False,attack,,False
2020-03-15,shot,knife,25,F,H,Long Beach,CA,False,attack,Not fleeing,False
2020-03-15,shot,gun,47,M,W,Lewistown,MT,False,attack,Car,False
2020-03-15,shot,gun,19,M,W,Chase City,VA,False,other,Car,False
2020-03-16,shot,gun,35,M,B,Webster City,IA,False,attack,Not fleeing,False
2020-03-16,shot,machete,58,M,H,San Antonio,TX,False,other,Not fleeing,False
2020-03-16,shot,gun,NA,M,,Miami,FL,True,attack,Other,False
2020-03-16,shot,gun,18,M,W,Mecklenburg,VA,False,attack,,False
2020-03-16,shot,undetermined,55,M,,Tucson,AZ,False,undetermined,Foot,False
2020-03-16,shot,vehicle,42,F,W,Myerstown,PA,False,attack,Car,False
2020-03-17,shot,gun,39,M,B,Atlanta,GA,True,attack,Foot,False
2020-03-18,shot,gun,61,M,B,Iota,LA,False,other,,False
2020-03-18,shot,gun,51,M,W,Orchard Mesa,CO,False,other,Foot,False
2020-03-18,shot and Tasered,knife,28,M,B,Abilene,TX,False,attack,Foot,False
2020-03-19,shot,vehicle,33,M,W,Wheeling,MO,False,other,,False
2020-03-19,shot and Tasered,knife,47,M,W,Port Jervis,NY,True,other,Not fleeing,False
2020-03-20,shot,gun,39,M,W,Franklin County,TN,False,attack,Car,False
2020-03-20,shot,unarmed,31,M,B,Tallahassee,FL,False,attack,Other,False
2020-03-20,shot,gun,18,M,B,Cuthbert,GA,False,attack,Foot,False
2020-03-20,shot,gun,23,M,B,Virginia Beach,VA,False,attack,Not fleeing,False
2020-03-21,shot,baton,30,M,,Mojave,CA,False,attack,Not fleeing,False
2020-03-21,shot,unarmed,28,M,,Taylorsville,UT,False,other,Other,False
2020-03-22,shot,toy weapon,55,M,B,Sacramento,CA,False,attack,Not fleeing,True
2020-03-23,shot,pick-axe,46,M,H,San Antonio,TX,False,attack,Not fleeing,False
2020-03-23,shot,gun,50,M,W,Mojave,CA,False,attack,Not fleeing,False
2020-03-24,shot,gun,34,M,W,Schenectady,NY,True,attack,Not fleeing,False
2020-03-24,shot,vehicle,32,F,W,Shelton,WA,False,attack,Car,False
2020-03-24,shot,gun,45,M,W,WInston Salem,NC,False,attack,Car,False
2020-03-24,shot,gun,31,M,H,El Paso,TX,False,attack,Car,False
2020-03-25,shot,gun,19,M,W,Pahrump,NV,False,attack,Not fleeing,True
2020-03-25,shot,knife,53,M,W,London,AR,True,other,Not fleeing,False
2020-03-26,shot,gun,55,F,W,Ormond Beach,FL,False,attack,Not fleeing,False
2020-03-26,shot,unarmed,32,M,W,Linwood,NC,False,other,Car,False
2020-03-27,shot,gun,46,M,W,Buchanan,VA,True,attack,Not fleeing,False
2020-03-27,shot,gun,26,M,B,Newburgh,NY,False,attack,,True
2020-03-27,shot,gun,NA,M,,Lehigh Acres,FL,False,attack,Foot,False
2020-03-27,shot,gun,51,M,,Salem,OR,False,other,,False
2020-03-28,shot,gun,49,M,,Gray,KY,False,attack,Not fleeing,False
2020-03-28,shot,gun,46,M,W,Caldwell,ID,False,attack,Not fleeing,False
2020-03-29,shot,gun,22,M,W,Phoenix,AZ,True,attack,Not fleeing,False
2020-03-30,shot,gun,38,M,B,Baltimore,MD,False,attack,Not fleeing,True
2020-03-30,shot,gun,44,M,W,Louisville,KY,False,attack,Not fleeing,True
2020-03-31,shot,sword,37,M,H,Pomona,CA,False,other,Not fleeing,False
2020-03-31,shot,shovel,52,M,H,Albuquerque,NM,True,other,Not fleeing,False
2020-03-31,shot,gun,29,M,W,Asheville,NC,False,attack,Not fleeing,False
2020-03-31,shot,gun and car,29,M,,Hinton,VA,False,attack,Car,False
2020-03-31,shot,knife,NA,M,,Burkesville,KY,False,attack,Car,False
2020-04-01,shot,gun and vehicle,19,M,W,Columbus,MS,False,attack,Car,False
2020-04-02,shot,gun,66,M,B,Ouachita Parish,LA,False,attack,Not fleeing,False
2020-04-02,shot,knife,40,M,W,Lincoln CIty,OR,False,other,Not fleeing,False
2020-04-02,shot,Taser,30,M,H,Mesa,AZ,False,attack,Other,False
2020-04-02,shot,gun,69,M,W,Irving,TX,False,attack,,False
2020-04-02,shot,unarmed,27,M,H,Manchester,CT,True,other,Not fleeing,False
2020-04-04,shot,knife,26,M,W,Nutter Fort,WV,False,other,Not fleeing,False
2020-04-05,shot,gun,59,M,,Hialeah,FL,False,attack,Not fleeing,False
2020-04-05,shot,unknown weapon,62,M,W,Manchester,NH,False,other,Not fleeing,False
2020-04-05,shot,knife,NA,M,W,Ada,OK,True,attack,Not fleeing,False
2020-04-05,shot,metal pipe,39,M,W,Milford,MA,False,attack,Not fleeing,False
2020-04-05,shot,gun,67,M,W,Melbourne,FL,False,other,,False
2020-04-06,shot,gun,54,M,W,Florence,AL,False,attack,Foot,False
2020-04-06,shot,vehicle,29,M,H,North Miami Beach,FL,False,attack,Car,False
2020-04-07,shot,gun and car,37,M,,Eatonville,WA,True,attack,Car,False
2020-04-07,shot,knife,33,M,B,Knoxville,TN,False,other,Not fleeing,False
2020-04-07,shot,knife,31,M,W,El Mirage,AZ,True,attack,Not fleeing,False
2020-04-07,shot,vehicle,38,M,W,Clinton,IA,False,other,Car,True
2020-04-07,shot,gun,28,M,W,Caddo Parish,LA,False,attack,Other,False
2020-04-07,shot,gun,45,M,B,Refugio,TX,False,attack,Not fleeing,False
2020-04-08,shot,gun,59,M,W,Salisbury,MD,True,attack,Not fleeing,False
2020-04-08,shot,gun,17,M,B,Columbia,SC,False,other,Foot,False
2020-04-09,shot,gun,19,M,B,Colonial Heights,VA,False,attack,Foot,False
2020-04-09,shot,Taser,36,M,W,Winchester,TN,False,attack,Foot,False
2020-04-09,shot,unarmed,39,M,W,Brandon,CO,False,attack,Foot,False
2020-04-10,shot,gun,NA,M,W,Klamath Falls,OR,False,attack,Car,False
2020-04-10,shot,unarmed,33,M,W,Philadelphia,PA,False,other,Not fleeing,False
2020-04-11,shot,machete,48,M,,Ritzville,WA,True,other,Not fleeing,False
2020-04-11,shot,gun,31,M,B,Pottstown,PA,False,attack,Not fleeing,False
2020-04-11,shot,knife,29,F,W,Jacksonville,FL,True,other,Not fleeing,True
2020-04-11,shot,gun,51,M,W,West Terre Haute,IN,False,attack,Not fleeing,False
2020-04-11,shot,gun,54,M,W,Clackamas County,OR,False,attack,,False
2020-04-12,shot,knife,35,M,W,Daly City,CA,True,other,Car,False
2020-04-12,shot,gun,56,M,H,Pompano Beach,FL,False,attack,Not fleeing,False
2020-04-13,shot,screwdriver,NA,M,,Jackson,MS,False,attack,Foot,False
2020-04-13,shot,gun,36,M,H,Lamont,CA,False,attack,Car,False
2020-04-14,shot,gun,31,M,W,Old Town,ME,False,attack,Not fleeing,False
2020-04-15,shot,gun,33,M,,Hubert,NC,False,attack,Not fleeing,False
2020-04-15,shot,gun,39,M,W,Blair,NE,False,attack,Not fleeing,False
2020-04-15,shot,gun,58,M,W,Waukesha,WI,False,attack,Not fleeing,False
2020-04-15,shot,gun,39,M,B,Augusta,GA,True,attack,Not fleeing,False
2020-04-16,shot,gun and car,24,M,H,Richmond,CA,False,attack,Car,True
2020-04-16,shot,vehicle,48,M,W,Philipsburg,MT,False,attack,Not fleeing,False
2020-04-16,shot,gun,28,M,,Jefferson City,MO,False,attack,Foot,False
2020-04-16,shot,vehicle,31,M,B,Lubbock,TX,False,attack,Car,False
2020-04-17,shot,gun,NA,M,B,Daphne,AL,True,attack,Not fleeing,False
2020-04-17,shot,knife,43,M,W,Anderson,SC,False,attack,,False
2020-04-18,shot,baseball bat,33,M,B,San Leandro,CA,True,other,Not fleeing,False
2020-04-18,shot,gun,37,M,B,Raytown,MO,False,other,Not fleeing,False
2020-04-18,shot,gun,24,M,W,Mankato,MN,True,attack,Other,False
2020-04-19,shot,gun,40,M,W,Henderson,NV,False,attack,Not fleeing,True
2020-04-19,shot,gun,28,M,B,Colorado Springs,CO,False,attack,Not fleeing,False
2020-04-21,shot,gun,24,M,B,Las Vegas,NV,False,attack,Car,True
2020-04-21,shot and Tasered,Taser,27,M,H,Houston,TX,True,other,Not fleeing,True
2020-04-22,shot,gun,40,M,B,Florence,SC,False,attack,Not fleeing,False
2020-04-22,shot,gun,31,M,,Springfield,CO,False,attack,Not fleeing,False
2020-04-22,shot,knife,38,M,H,Los Angeles,CA,False,other,Not fleeing,False
2020-04-22,shot,toy weapon,35,M,B,Houston,TX,False,attack,Foot,False
2020-04-23,shot,gun,42,M,W,Paterson,NJ,True,attack,Not fleeing,False
2020-04-23,shot,unarmed,34,M,B,North Las Vegas,NV,False,attack,Not fleeing,False
2020-04-24,shot,unarmed,42,M,H,Austin,TX,False,undetermined,Car,True
2020-04-24,shot,gun,28,M,,Lenoir,NC,False,attack,Not fleeing,True
2020-04-24,shot,gun,24,M,W,Napa,CA,False,other,Car,False
2020-04-24,shot,gun,53,M,B,Denton,TX,False,attack,,False
2020-04-24,shot,gun,67,M,B,Adel,GA,False,attack,Not fleeing,False
2020-04-24,shot,gun,59,M,W,Hiram,ME,False,attack,Not fleeing,False
2020-04-25,shot,gun,61,M,W,Hogansville,GA,False,attack,Not fleeing,False
2020-04-26,shot,vehicle,48,M,,Wayne,NJ,False,other,Car,False
2020-04-26,shot,gun,26,M,A,La Plata,MD,False,attack,Not fleeing,False
2020-04-27,shot,gun,28,M,H,Houston,TX,False,attack,Not fleeing,False
2020-04-27,shot,gun,33,M,W,Fort Valley,GA,False,attack,Car,False
2020-04-28,shot,gun,32,M,W,Buckeye,AZ,False,attack,Car,False
2020-04-28,shot,gun and vehicle,26,M,B,Tampa,FL,False,attack,Car,False
2020-04-28,shot and Tasered,sharp object,50,M,W,Vancouver,WA,False,attack,Not fleeing,False
2020-04-29,shot,gun,38,M,H,Las Vegas,NV,False,attack,Car,False
2020-04-29,shot,vehicle,29,M,W,Madera County,CA,False,attack,Other,False
2020-04-29,shot,gun,27,M,B,Jeffersonville,IN,False,attack,Not fleeing,False
2020-04-30,shot,gun,28,M,H,Los Angeles,CA,False,other,Car,False
2020-04-30,shot,gun,43,M,W,Martin County,KY,False,attack,Car,False
2020-05-01,shot,gun,21,M,B,Denver,CO,False,other,Other,True
2020-05-01,shot,unarmed,36,M,W,San Diego,CA,True,other,Foot,False
2020-05-01,shot,unarmed,24,M,B,Seattle,WA,False,attack,Foot,True
2020-05-01,shot,knife,NA,M,,Hialeah,FL,False,undetermined,Foot,False
2020-05-01,shot,gun,32,M,B,Little Rock,AR,False,other,Not fleeing,False
2020-05-01,shot,gun,26,M,B,Lakewood,WA,False,attack,Not fleeing,False
2020-05-01,shot and Tasered,knife,21,M,W,Portland,IN,True,other,Not fleeing,True
2020-05-03,shot,gun,54,M,W,Fort Lauderdale,FL,False,other,Not fleeing,False
2020-05-03,shot,gun,44,M,W,Caldwell County,NC,False,other,Car,True
2020-05-03,shot,gun,69,M,W,Oakland City,IN,True,other,Not fleeing,False
2020-05-03,shot,gun,45,M,W,Jacksonville,FL,False,attack,Not fleeing,False
2020-05-03,shot,knife,26,M,H,San Jose,CA,False,attack,Not fleeing,True
2020-05-03,shot,gun,43,M,W,Boerne,TX,False,attack,Not fleeing,False
2020-05-03,shot,gun,38,M,W,Overland Park,KS,False,attack,Car,False
2020-05-03,shot,undetermined,28,M,,Sterling,CO,False,other,Car,False
2020-05-04,shot,knife,36,M,H,Monterey Park,CA,False,other,Not fleeing,False
2020-05-04,shot,gun,21,M,B,Muskogee,OK,False,attack,Foot,False
2020-05-05,shot,gun,23,M,B,Webster Groves,MO,False,attack,Not fleeing,False
2020-05-05,shot,gun,56,F,W,Half Moon Bay,CA,True,attack,Not fleeing,False
2020-05-05,shot,gun,33,M,W,Kansas City,MO,False,attack,Car,False
2020-05-05,shot,samurai sword,40,M,W,Las Vegas,NV,True,other,Not fleeing,True
2020-05-05,shot,knife,21,M,B,St. Cloud,FL,False,other,Foot,False
2020-05-05,shot and Tasered,Taser,20,M,H,San Antonio,TX,False,attack,,False
2020-05-06,shot,gun,21,M,B,Indianapolis,IN,False,attack,Car,True
2020-05-06,shot,knife,20,M,W,Renton,WA,True,other,,False
2020-05-06,shot,knife,47,M,W,Graham,NC,False,attack,Car,False
2020-05-06,shot,gun,38,M,H,Commerce City,CO,False,attack,Foot,False
2020-05-07,shot,knife,31,M,H,Long Beach,CA,False,other,Not fleeing,False
2020-05-07,shot,gun,51,M,W,Jean,NV,False,attack,Car,False
2020-05-07,shot,gun,19,M,B,Indianapolis,IN,False,attack,Not fleeing,False
2020-05-07,shot,knife,21,M,H,Wasco,CA,False,attack,Not fleeing,True
2020-05-08,shot,Taser,48,M,B,Houston,TX,False,attack,Not fleeing,True
2020-05-08,shot,gun,47,M,A,Pasadena,CA,False,other,Car,False
2020-05-09,shot,gun,42,M,H,Green Bay,WI,False,attack,Not fleeing,False
2020-05-09,shot,knife,30,M,B,Silver Spring,MD,False,other,Not fleeing,True
2020-05-09,shot,rock,47,M,B,Claxton,GA,True,attack,Foot,False
2020-05-09,shot,gun,57,M,W,Idaho Springs,CO,False,attack,Car,False
2020-05-09,shot,gun,27,M,W,Calypso,NC,False,other,Not fleeing,False
2020-05-09,shot,knife,33,F,W,Grand Junction,CO,True,other,,False
2020-05-09,shot,gun,25,M,W,Greenville,SC,False,attack,Foot,False
2020-05-10,shot,knife,50,M,W,Joshua Tree,CA,False,other,Car,False
2020-05-11,shot,hammer,NA,M,,Laguna Niguel,CA,False,undetermined,,False
2020-05-12,shot,gun,37,M,W,Deltona,FL,False,attack,Car,True
2020-05-13,shot,gun,24,M,B,Raleigh,NC,False,attack,Foot,False
2020-05-14,shot,toy weapon,30,M,B,Houston,TX,True,attack,Not fleeing,False
2020-05-14,shot,knife,49,M,W,Union Township,OH,True,other,Not fleeing,False
2020-05-14,shot,gun,26,M,H,Los Angeles,CA,False,other,Not fleeing,True
2020-05-14,shot,gun,47,M,W,San Angelo,TX,True,attack,Not fleeing,False
2020-05-14,shot,gun,30,M,,Rapid City,SD,False,attack,Car,False
2020-05-15,shot,gun,42,M,A,San Leandro,CA,False,attack,Not fleeing,False
2020-05-15,shot,vehicle,31,M,W,Pueblo,CO,False,attack,Car,False
2020-05-15,shot,gun,33,M,W,Oxford,MS,False,attack,Car,False
2020-05-16,shot,gun,29,M,B,Essex,MD,False,other,Not fleeing,True
2020-05-16,shot,gun,42,M,W,Greenville,GA,False,attack,Foot,False
2020-05-16,shot,knife,38,M,B,Houston,TX,True,attack,Not fleeing,True
2020-05-17,shot,gun,25,M,H,Pasco,WA,False,attack,,False
2020-05-17,shot,gun,49,M,,Germantown,TN,False,other,Not fleeing,False
2020-05-17,shot,gun,39,M,W,East Baton Rouge,LA,False,attack,Other,False
2020-05-18,shot,gun,64,M,W,St. Francis County,AR,False,attack,Not fleeing,False
2020-05-18,shot,gun,28,M,W,Suring,WI,False,other,Not fleeing,False
2020-05-19,shot,gun,32,M,W,Chunchula,AL,False,attack,Not fleeing,False
2020-05-19,shot,unknown weapon,69,M,B,Tallahassee,FL,False,other,Not fleeing,False
2020-05-19,shot,unarmed,29,M,W,Sale Creek,TN,False,attack,Not fleeing,False
2020-05-19,shot and Tasered,knife,57,M,B,Seattle,WA,False,undetermined,Foot,True
2020-05-19,shot,vehicle,30,M,,Macon,GA,False,attack,Car,False
2020-05-20,shot,gun,NA,M,,Viera,FL,True,attack,Not fleeing,False
2020-05-20,shot,gun,45,M,B,Atmore,AL,False,other,Foot,False
2020-05-20,shot,vehicle,23,M,,Hayward,CA,False,attack,Car,True
2020-05-21,shot,gun,40,M,W,Phoenix,AZ,False,other,Not fleeing,True
2020-05-21,shot,gun,60,M,B,Greenwood,SC,False,attack,Not fleeing,False
2020-05-23,shot,gun,22,M,H,Salt Lake City,UT,False,other,Foot,True
2020-05-23,shot,unarmed,28,M,B,Bass River,NJ,False,attack,Not fleeing,True
2020-05-23,shot,gun,36,M,B,Paterson,NJ,False,undetermined,,False
2020-05-23,shot,gun,57,M,,Bell County,KY,False,other,Car,False
2020-05-24,shot,gun,44,M,,Bulls Gap,TN,True,attack,Foot,False
2020-05-24,shot,gun,52,M,W,Flathead County,MT,False,attack,Not fleeing,False
2020-05-25,shot,knife,43,M,W,Jonesborough,TN,True,attack,Not fleeing,False
2020-05-25,shot,gun,38,M,H,Houston,TX,True,attack,Not fleeing,False
2020-05-25,shot,unarmed,28,M,B,Phoenix,AZ,False,other,Not fleeing,True
2020-05-25,shot,toy weapon,35,M,A,Modesto,CA,True,attack,Not fleeing,True
2020-05-25,shot,knife,33,M,W,League City,TX,False,attack,Not fleeing,False
2020-05-26,shot,toy weapon,NA,M,,Jamestown,CA,True,other,Not fleeing,False
2020-05-26,shot,gun,37,M,W,Lansing,MI,True,attack,Not fleeing,True
2020-05-26,shot,toy weapon,61,M,,Manlius,NY,True,attack,Not fleeing,False
2020-05-26,shot,gun,22,M,H,Corpus Christi,TX,False,attack,Not fleeing,False
2020-05-26,shot,gun,42,F,W,Orlando,FL,False,attack,Not fleeing,False
2020-05-26,shot,gun,47,M,H,Thornton,CO,False,attack,,False
2020-05-26,shot,gun,18,M,H,Los Angeles,CA,False,attack,Foot,False
2020-05-26,shot,gun,47,M,,Parma,OH,False,attack,Not fleeing,False
2020-05-26,shot and Tasered,unarmed,61,M,W,Jacksonville,FL,False,attack,Foot,True
2020-05-27,shot,gun,38,M,B,Tallahassee,FL,False,other,Not fleeing,False
2020-05-27,shot,vehicle and gun,58,M,W,Geneseo,NY,False,attack,Car,False
2020-05-27,shot,sword,50,M,H,Los Angeles,CA,False,attack,,False
2020-05-27,shot,knife,31,M,H,Fullerton,CA,False,attack,Not fleeing,True
2020-05-27,shot,knife,30,M,,Wilburton,OK,False,attack,Not fleeing,False
2020-05-27,shot,unarmed,34,M,W,Luverne,AL,False,undetermined,Not fleeing,False
2020-05-27,shot and Tasered,gun,35,M,B,Jefferson Parish,LA,False,attack,Other,True
2020-05-28,shot,gun,53,M,W,Ogden,UT,False,attack,Not fleeing,False
2020-05-28,shot,vehicle,31,M,W,Centennial,CO,False,attack,Car,False
2020-05-28,shot,gun,35,M,B,North Little Rock,AR,False,other,Not fleeing,False
2020-05-28,shot and Tasered,knife,26,M,W,Washington County,OR,False,other,Not fleeing,True
2020-05-29,shot,knife,22,F,O,Temple Terrace,FL,True,attack,Not fleeing,False
2020-05-29,shot,toy weapon,NA,M,W,Lancaster,CA,False,attack,,False
2020-05-29,shot,gun,32,M,A,San Diego,CA,False,attack,,False
2020-05-29,shot,knife,35,M,B,Philadelphia,PA,False,other,Not fleeing,False
2020-05-29,shot,gun,39,M,B,Snellville,GA,False,attack,Car,False
2020-05-29,shot,vehicle,44,M,B,Yulee,FL,False,attack,Car,False
2020-05-29,shot,toy weapon,39,M,W,Lancaster,CA,False,attack,Not fleeing,False
2020-05-30,shot,gun,46,M,B,Fountain,FL,False,attack,Not fleeing,False
2020-05-31,shot,undetermined,49,M,W,Portland,OR,False,undetermined,,False
2020-05-31,shot and Tasered,gun,32,M,W,Watertown,WI,False,attack,Not fleeing,False
2020-06-01,shot,gun,53,M,B,Louisville,KY,False,attack,,True
2020-06-01,shot,gun,25,M,H,Las Vegas,NV,False,attack,Not fleeing,False
2020-06-01,shot,gun,36,M,W,Fayetteville,AR,False,undetermined,Not fleeing,False
2020-06-02,shot,gun,65,M,W,Cottonwood,CA,False,other,Not fleeing,False
2020-06-02,shot,hammer,22,M,H,Vallejo,CA,False,other,Not fleeing,True
2020-06-02,shot,gun,33,M,B,Brooklyn,NY,False,other,Not fleeing,True
2020-06-03,shot,knife,39,F,W,Poteau,OK,False,other,Not fleeing,False
2020-06-03,shot,gun,44,M,W,Aiken,SC,False,attack,Not fleeing,False
2020-06-03,shot,gun,25,M,H,Corpus Christi,TX,False,attack,Not fleeing,False
2020-06-03,shot,undetermined,36,M,W,Alexander,AR,False,undetermined,Not fleeing,False
2020-06-05,shot,gun,42,M,W,Mustang,OK,False,attack,Not fleeing,False
2020-06-05,shot,gun,60,M,W,Socorro,TX,True,attack,Not fleeing,False
2020-06-06,shot,gun,24,M,B,New Rochelle,NY,False,attack,Foot,False
2020-06-06,shot,vehicle,22,M,H,Oakland,CA,False,attack,Not fleeing,False
2020-06-06,shot,metal pipe,37,M,W,Clarkrange,TN,True,attack,Not fleeing,False
2020-06-07,shot,pellet gun,26,M,W,East Northport,NY,False,other,Not fleeing,False
2020-06-07,shot,knife,35,M,W,Industry,CA,True,other,Not fleeing,False
2020-06-07,shot,gun,39,M,B,Adrian,MO,False,attack,Not fleeing,False
2020-06-08,shot,gun,81,M,W,Las Cruces,NM,True,attack,Not fleeing,False
2020-06-09,shot,gun,31,M,W,Englewood,CO,False,attack,,False
2020-06-09,shot,gun,38,M,B,Orlando,FL,False,attack,Not fleeing,False
2020-06-09,shot,gun,59,M,W,Bigfork,MT,False,attack,Car,False
2020-06-10,shot,gun,59,M,W,Weippe,ID,False,attack,,False
2020-06-10,shot,gun,36,M,W,Winter Haven,FL,True,attack,Not fleeing,False
2020-06-11,shot,gun,28,M,W,DeKalb County,TN,False,other,Other,False
2020-06-11,shot,gun,26,M,W,Paso Robles,CA,True,attack,Foot,False
2020-06-11,shot,undetermined,62,M,B,Lancaster,CA,False,undetermined,Not fleeing,False
2020-06-12,shot,Taser,27,M,B,Atlanta,GA,False,attack,Foot,True
2020-06-12,shot,gun,23,M,B,Crown Point,IN,False,attack,Car,False
2020-06-13,shot,unarmed,25,F,W,Sedalia,MO,False,other,Not fleeing,False
2020-06-13,shot,gun,22,M,W,Kansas City,MO,False,other,Other,False
2020-06-13,shot,toy weapon,21,M,H,San Bernardino,CA,False,attack,Not fleeing,False
2020-06-13,shot,gun,26,M,H,Palmdale,CA,False,other,Foot,False
2020-06-15,shot,gun,31,M,W,Lawrence,KS,False,attack,Car,False
2020-06-16,shot,gun,24,M,B,Beach Park,IL,False,attack,Not fleeing,False
2020-06-16,shot,gun,27,M,B,Phoenix,AZ,False,attack,Not fleeing,True
2020-06-17,shot,gun,31,M,B,Rosamond,CA,False,attack,Not fleeing,False
2020-06-17,shot,gun,50,M,W,Kennard,IN,False,attack,Other,False
2020-06-17,shot,gun,48,M,W,Collinsville,MS,False,attack,Not fleeing,False
2020-06-17,shot and Tasered,knife,NA,M,W,Lovelock,NV,False,attack,Car,False
2020-06-18,shot,gun,38,M,W,Westminister,CO,False,other,Not fleeing,False
2020-06-18,shot,gun,19,M,W,Billings,MT,False,attack,Not fleeing,False
2020-06-18,shot,gun,18,M,H,Gardena,CA,False,other,Foot,False
