gene.name,ka.nv.1,ka.nv.2,ka.nv.3,ka.v.1,ka.v.2,ka.v.3,tbg.nv.1,tbg.nv.2,tbg.nv.3,tbg.v.1,tbg.v.2,tbg.v.3
938548,258.9584,382.8066,318.8764,580.86,593.8119,568.5088,473.6627,347.0614,465.9037,465.2089,460.0062,354.9079
iPGAM1,497.8683,493.8678,608.764,1842.0791,1567.1087,1761.5372,632.6372,320.1405,431.777,1075.9014,1096.6392,972.972
APE1,353.3529,530.4944,297.6179,1024.5725,795.5315,1048.8008,845.4186,632.2774,954.064,811.1552,847.2265,762.2454
495590,537.9651,600.203,652.2471,911.6275,1033.8127,959.1836,576.3847,478.7555,632.0859,765.4802,749.2083,712.8406
DEAR5,4.1767,2.363,4.8315,60.5062,45.3869,56.0107,2.4458,0,1.4838,8.4583,23.2915,11.0909
482407,209.6727,395.8031,267.6629,1066.2546,1210.3173,1015.1944,714.9779,368.8891,501.5142,911.8095,1017.06,851.9807
AtVAB1,690.8341,753.7982,721.8201,1095.8354,1293.5266,1237.837,793.2423,820.7238,986.7069,893.2012,997.6505,925.5837
474193,142.0094,101.6092,117.8876,40.3375,36.5617,26.6051,87.2322,117.1423,103.8639,57.5167,54.3467,56.4626
BETA-VPE,26.7312,38.9896,22.2247,1398.3666,2375.2476,1958.975,456.5423,134.6045,146.8932,1282.285,1788.5893,1805.7957
RTV1,324.1156,297.7385,315.9775,142.5258,131.1177,117.6225,227.4559,278.6677,231.4681,128.5668,119.3687,117.9666
942134,319.1035,316.6425,328.5393,150.5933,151.2897,162.4311,212.7813,154.2495,140.9581,141.2544,186.3316,174.4292
ATGRP-3,237.2393,128.7837,272.4943,1029.9508,927.9099,1191.6281,328.5474,154.2495,274.4974,686.8176,838.4922,796.5263
ERF1-2,355.0236,353.2691,411.6404,630.6096,678.282,658.126,469.5864,343.4234,455.5173,666.5175,718.1531,677.5515
NOI,243.9221,218.5779,237.7078,321.3554,370.6597,316.4606,209.5203,237.195,283.4,255.442,327.0508,301.4701
ATWNK5,197.9778,172.4993,167.1685,466.5704,474.0409,523.7003,254.3593,232.1018,209.2115,396.6963,427.9804,424.4779
TT15,230.5565,250.4784,248.337,594.3058,477.8232,504.0965,364.4186,351.4269,402.1016,558.2507,518.2348,437.5853
479015,221.3676,194.9478,229.0112,24.2025,23.9542,25.2048,104.3525,165.891,99.4126,27.0667,20.38,28.2313
MAP65-2,486.1734,516.3163,492.8089,60.5062,13.8682,37.8072,194.8457,280.1229,186.955,94.7335,45.6124,74.6113
494802,176.2588,261.1119,225.146,588.9275,582.4652,586.7123,563.3406,411.8171,491.1278,563.3257,564.8177,515.2214
SPK1,989.0539,923.9345,910.2471,497.4958,350.4877,449.4861,685.6287,855.6482,661.7613,462.6714,414.3937,486.9901
484032,143.6801,128.7837,155.573,271.6058,249.6279,312.2598,191.5847,186.9911,194.3738,241.0628,249.4126,262.1479
APL4,106.9247,134.6912,106.2921,1003.0591,1849.5161,1613.1088,193.2152,215.3672,227.0168,498.1965,559.9653,620.0806
496502,604.7931,830.5959,828.1123,309.2542,148.7682,205.8394,821.7762,940.7764,1078.7006,336.6421,169.8335,207.7018
ATMVD1,254.7816,249.2969,207.7528,37.6483,46.6476,77.0147,177.7254,162.253,94.9613,85.4293,62.1105,96.7931
928617,867.0928,834.1404,1177.91,2725.4703,3034.6184,2708.1185,1067.1677,611.1773,688.4692,2101.8986,2252.4774,1870.3244
B1,119.455,159.5028,172.9663,357.6592,301.3186,368.2705,229.0864,133.1493,139.4744,275.742,355.1946,208.7101
476432,178.7648,150.0507,154.6067,68.5737,65.5589,57.411,50.5458,89.4938,93.4775,38.0625,35.9077,48.3965
AtUGP1,622.3354,789.2433,641.6179,1895.8625,2355.0757,2104.6029,1094.8863,857.831,872.4566,1625.6938,2337.8794,1718.077
AtHBP2,41.7675,28.356,42.5168,432.9558,682.0642,471.8903,145.1152,47.2935,57.867,422.0714,517.2643,419.4366
HCF173,285.6895,360.3581,305.3483,1218.1925,1134.6724,1295.248,992.1643,600.991,1120.2462,962.5596,989.8867,832.8237
TIC,412.6627,480.8713,445.4606,1008.4375,1109.4575,1121.6147,711.7169,413.9998,798.2681,866.9803,853.0494,1055.6494
COR15,46.7796,76.7976,25.1236,1514.0008,1529.2863,1641.1142,711.7169,224.8259,670.6639,1047.9889,1202.4212,1361.1525
UBC13,134.4913,147.6877,141.0786,262.1937,322.7513,264.6507,157.3441,149.1564,166.1822,230.9128,243.5898,255.0901
473059,679.1392,556.4874,573.9775,194.9646,153.8112,144.2276,448.3898,515.8627,583.1215,219.917,239.7078,227.867
946855,336.6459,332.002,283.1236,703.2171,844.7006,823.3576,383.1695,432.9172,488.1603,625.0716,772.4998,883.2367
NDC1,196.3071,219.7594,252.2022,527.0767,509.3419,515.2987,419.0406,312.8646,378.36130000000003,433.9131,484.2681,328.6931
UNE1,56.8038,40.1711,53.1461,10.7567,17.6505,11.2021,26.0881,33.4692,25.2241,16.9167,17.4686,16.1322
ATHDA6,228.8858,230.3929,240.6067,412.7871,442.5223,434.0831,295.122,236.4674,247.7895,367.0921,418.2756,369.0236
ER-ANT1,43.4382,56.7121,58.9438,99.4992,121.0317,110.6212,112.5051,85.8559,106.8314,104.8835,126.162,89.7352
493487,273.1593,346.1801,226.1123,673.6362,750.1446,648.3241,540.5135,359.4304,408.0367,476.2048,670.5997,619.0723
SCAB1,517.0814,461.9673,477.3483,228.5792,216.8485,264.6507,357.8966,363.0684,313.0754,280.817,242.6193,278.2801
ATF1,370.0599,560.0319,401.0112,857.8441,793.01,851.363,755.7406,625.7291,1038.6388,632.6842,695.8321,583.7832
916896,47.6149,47.2601,43.4831,127.7354,128.5962,145.6279,76.6339,62.5729,72.7047,143.7919,136.8373,163.3383
ATDET1,219.6969,268.2009,266.6966,375.1387,441.2615,422.881,414.9644,257.5676,350.1697,438.1422,400.8071,390.1971
470077,174.5881,224.4854,200.9887,368.4158,365.6167,385.0737,403.5508,298.3127,307.1403,421.2255,423.128,309.5362
DAL1,152.869,154.7768,189.3932,350.9362,431.1755,359.8689,293.4915,237.9226,249.2733,352.713,367.8108,333.7344
945153,121.1257,151.2322,86.9663,494.8067,455.1297,406.0777,362.7881,216.0948,247.7895,430.5297,523.0872,408.3458
948444,393.4496,398.1661,401.9775,777.1691,856.0473,728.1394,485.8915,507.1316,611.3131,693.5842,896.7209,779.3859
494030,249.7695,282.379,245.4382,748.9329,858.5688,841.5611,471.2169,460.5657,681.0503,724.8801,709.4188,793.5015
927169,164.5639,197.3108,161.3708,348.2471,354.27,378.0724,257.6203,243.0157,301.2053,231.7586,331.9032,278.2801
946955,294.8784,245.7524,255.1011,127.7354,127.3355,117.6225,241.3152,275.7574,283.4,188.6211,139.7487,147.2061
ATPGMP,601.4517,792.7878,661.91,1534.1695,1413.2976,1397.4675,1040.2643,979.3388,1206.3048,1248.4516,1377.107,1144.3764
943828,271.4886,287.105,319.8427,59.1617,13.8682,23.8046,167.9424,230.6467,146.8932,64.2834,46.5829,62.5122
947286,194.6364,190.2218,174.8989,64.54,64.2981,57.411,105.983,141.1528,121.6691,91.3501,63.081,75.6196
473518,761.0034,733.7127,669.6404,337.4904,260.9747,333.2638,533.9915,647.5569,617.2482,275.742,248.4421,328.6931
ATISA3,643.2192,837.6849,601.0336,1756.0258,2013.4132,2491.0769,1280.7643,1438.4494,1415.5163,1810.9315,2201.0421,1999.3818
474174,190.4597,327.276,254.1348,670.9471,621.5483,736.541,533.1762,363.0684,455.5173,528.6465,506.5891,431.5358
887503,14.2009,14.178,7.7303,106.2221,104.642,155.4298,47.2847,31.2865,57.867,83.7376,91.2248,54.4461
470469,443.5706,504.5013,516.9662,731.4533,844.7006,932.5785,531.5457,448.1967,461.4524,719.8051,828.7875,736.0306
PHYE,338.3166,320.187,356.5618,681.7037,593.8119,697.3335,437.7915,435.8276,339.7833,591.2383,541.5262,508.1636
ATHVA22E,46.7796,64.9826,37.6854,197.6537,277.3644,215.6413,49.7305,48.0211,34.1267,104.0376,109.6639,66.5452
480040,231.3918,340.2726,295.6854,537.8333,702.2362,658.126,520.9474,403.8136,400.6178,638.605,663.8064,514.2132
CPuORF24,107.7601,115.7872,113.0562,233.9575,249.6279,257.6493,143.4847,150.6115,160.2471,176.7794,234.8555,237.9496
490998,628.1829,756.1612,775.9325,1379.5425,1433.4695,1459.0793,1011.7304,737.0507,924.3886,1004.8513,1121.8716,953.815
APRR9,55.9684,21.267,44.4494,654.8121,876.2193,744.9426,173.6491,28.3761,66.7696,504.1173,850.138,792.4932
497105,307.4086,413.5257,336.2696,895.4925,1027.5089,957.7834,793.2423,620.636,927.3561,903.3512,1107.3144,1107.0707
LNK4,64.3219,41.3526,59.9101,488.0837,590.0297,511.0978,211.9661,151.3391,160.2471,389.9297,524.0576,697.7167
486455,323.2803,337.9096,286.9887,535.1442,514.3848,575.5102,376.6474,288.854,321.978,474.5131,459.0357,437.5853
491980,139.5034,165.4103,107.2584,311.9433,318.969,315.0603,341.5915,245.1985,342.7508,329.8754,319.287,261.1396
488326,157.8811,160.6843,134.3146,68.5737,71.8626,85.4164,119.8424,127.3286,100.8963,93.0418,107.723,83.6857
GrxC5,142.8448,191.4033,186.4944,337.4904,347.9662,331.8635,303.2745,226.2811,264.111,280.817,245.5307,219.8009
ATNBS1,111.9368,86.2496,96.6292,44.3712,30.2579,33.6064,113.3203,114.9595,111.2827,107.421,133.9258,160.3135
328116,446.912,357.9951,371.0561,173.4512,141.2037,142.8273,139.4085,168.0737,143.9257,129.4127,109.6639,125.0244
494434,314.0914,368.6286,374.9213,119.6679,115.9887,96.6185,229.9017,371.0719,210.6953,233.4503,255.2355,317.6023
WRKY3,243.0867,225.6669,249.3033,414.1317,422.3503,424.2812,469.5864,470.752,516.3519,480.434,489.1205,442.6266
ANTR1,349.1761,548.2169,357.528,1276.0096,1506.5929,1460.4796,906.5626,584.2564,903.6158,1015.8472,1021.9124,929.6168
475305,536.2944,539.9464,618.4269,318.6662,350.4877,366.8702,521.7627,534.7801,440.6796,432.2214,388.1908,356.9244
PPX-2,183.7769,170.1363,164.2696,307.9096,282.4074,345.8662,182.6169,177.5324,175.0848,204.6919,184.3907,208.7101
ARAC7,95.2298,80.3421,79.2359,8.0675,6.3037,4.2008,8.1525,10.1863,10.3864,8.4583,10.6752,8.0661
14-3-3lambda,664.9382,687.6341,712.1572,921.0396,888.8267,907.3737,762.2626,699.9435,1016.3823,721.4968,805.496,791.485
ATKEA1,908.8603,1220.4915,880.292,2640.7616,2165.9636,2190.0193,1745.4591,1375.1489,1580.2148,1740.7273,1402.3394,1351.0699
ATFLS1,270.6533,340.2726,184.5618,1626.9458,1241.8359,1569.7005,972.5982,718.1333,210.6953,1228.1516,1479.0071,1091.9468
OPS,133.6559,135.8727,128.5168,51.0942,45.3869,49.0094,75.0034,76.3972,53.4157,87.1209,78.6086,72.5948
CHD3,1070.0828,1013.7287,1003.0111,654.8121,607.6801,662.3268,865.7999,919.6763,918.4535,954.1012,756.9722,819.7163
MSL4,5.8474,3.5445,7.7303,38.9929,57.9944,64.4123,16.3051,16.7346,13.3539,31.2959,52.4058,38.3139
DAC,263.9705,388.7141,302.4494,625.2312,771.5773,704.3348,458.1728,384.1686,511.9006,487.2006,546.3786,458.7588
IQD31,608.9698,593.114,571.0786,302.5312,279.8859,365.47,463.0644,505.6764,428.8095,377.2422,300.8479,318.6105
475948,173.7527,230.3929,139.146,514.9754,782.924,593.7137,155.7135,172.4393,170.6335,273.2045,391.1023,340.7923
475532,319.1035,308.372,312.1123,512.2862,468.9979,571.3094,306.5356,296.8575,293.7864,477.0506,622.0758,533.3701
GYRB1,367.5538,471.4193,421.3033,734.1425,688.3679,698.7338,622.0389,541.3284,741.8849,788.3177,814.2303,668.4771
912055,55.9684,54.3491,58.9438,21.5133,18.9112,9.8019,33.4254,38.5624,26.7079,17.7625,28.1438,20.1652
472174,152.869,93.3387,115.955,536.4887,375.7027,474.6909,357.0813,175.3497,416.9393,280.817,326.0803,180.4787
RD21B,613.1466,509.2273,534.3595,192.2754,95.8168,166.6319,369.3101,413.9998,286.3676,197.0794,160.1287,140.1483
ATMAPR3,360.871,420.6147,352.6966,679.0146,830.8324,649.7244,437.7915,341.9682,480.7414,560.7882,618.1939,604.9567
952368,366.7185,370.9916,399.0786,102.1883,37.8224,86.8166,248.6525,315.0473,179.5361,172.5502,108.6934,166.3631
ATGATL1,89.3824,122.8762,96.6292,10.7567,13.8682,19.6038,71.7424,142.608,123.1529,31.2959,29.1143,31.2561
484547,187.9536,203.2183,190.3595,388.5846,486.6484,448.0858,250.283,175.3497,207.7278,387.3922,462.9176,386.164
ATPREP1,1400.0458,1902.2181,1624.3369,3270.0266,3197.2548,2706.7182,2379.7269,1825.5283,2421.5122,2293.903,2463.0709,1904.6053
ATCCR1,327.457,366.2656,332.4045,738.1762,878.7408,795.3523,406.8118,277.9401,270.0461,727.4176,764.736,597.8988
AGO4,1218.775,1111.7933,1228.1571,545.9008,468.9979,504.0965,747.5881,934.9557,730.0147,726.5718,591.991,683.601
ATTERC,207.1667,321.3685,238.6741,590.2721,635.4166,602.1153,477.7389,396.5376,467.3875,562.4799,585.1977,455.734
930748,467.7957,495.0493,482.1797,247.4033,170.2009,229.644,361.1576,386.3513,292.3026,289.2754,206.7116,256.0983
491162,159.5518,349.7246,226.1123,1406.4341,1746.1348,1760.137,609.8101,405.2687,651.3749,1390.5518,1557.6158,1460.9704
ATHPCAT4,368.3892,382.8066,309.2134,627.9204,641.7203,614.7177,462.2491,441.6483,492.6116,584.4716,612.3711,594.8741
TXND9,129.4792,161.8658,148.809,57.8171,57.9944,75.6145,81.5254,125.8734,97.9288,60.0542,43.6715,48.3965
ATCM1,195.4718,243.3894,177.7977,393.9629,375.7027,382.2732,333.4389,233.557,235.9194,367.938,305.7003,282.3131
931910,42.6028,51.9861,57.0112,122.3571,160.1149,114.822,106.7983,102.5905,93.4775,131.9502,131.0144,140.1483
DEAR3,73.5108,132.3282,65.7079,357.6592,351.7485,282.8542,134.5169,69.8488,75.6723,356.0963,224.1802,300.4618
948429,401.8031,532.8574,436.764,135.8029,88.2523,78.415,430.4542,540.6008,550.4786,148.021,148.483,150.2309
487697,324.1156,311.9165,298.5842,459.8475,535.8175,452.2866,330.9932,334.6923,308.6241,417.8422,394.9842,431.5358
ATEIF3E-1,781.8872,801.0583,816.5167,1200.7129,1234.2715,1345.6576,757.3711,605.3565,814.5896,1102.1223,1232.5059,1333.9295
PES1,269.8179,269.3824,199.0562,665.5687,683.325,716.9373,415.7796,372.5271,390.2314,721.4968,881.1932,567.651
482856,19.213,9.452,9.6629,145.215,160.1149,207.2397,56.2525,44.3831,100.8963,124.3377,151.3944,159.3053
485645,6.6828,12.9965,14.4944,79.3304,113.4672,81.2155,52.9915,24.7381,60.8346,57.5167,117.4277,49.4048
496228,192.1304,187.8588,275.3932,32.27,18.9112,28.0054,187.5085,236.4674,212.1791,48.2126,42.701,47.3883
893172,14.2009,12.9965,12.5618,69.9183,119.771,127.4244,0,10.1863,8.9026,3.3833,1.941,14.1157
UBI10,672.4564,739.6202,771.101,1160.3754,1151.0622,1201.43,804.6559,734.1403,1046.0577,932.1095,919.0418,899.3689
HYR1,142.0094,207.9443,156.5393,813.4729,1143.4977,943.7807,370.1254,284.4885,124.6367,675.8217,726.8874,687.6341
485467,218.0262,187.8588,198.0899,297.1529,373.1812,358.4686,260.8813,189.9015,271.5299,242.7545,321.2279,299.4536
ATVIIIB,119.455,109.8797,89.8652,44.3712,30.2579,40.6078,119.8424,144.0632,103.8639,102.346,80.5496,115.95
AMT1,330.7984,394.6216,431.9325,138.4921,95.8168,67.2129,388.061,466.3865,424.3582,252.0587,207.6821,254.0818
ATCOL5,498.7037,360.3581,507.3033,1070.2883,1033.8127,1001.1917,533.1762,523.8662,1054.9603,844.1428,799.6732,1117.1533
481703,307.4086,373.3546,302.4494,125.0462,75.6448,133.0255,145.9305,182.6256,93.4775,100.6543,95.1068,99.8179
485694,606.4638,413.5257,431.9325,17.4796,2.5215,12.6024,141.039,193.5395,80.1236,57.5167,30.0848,19.157
PP2CG1,98.5712,101.6092,104.3595,185.5525,206.7625,182.0348,119.8424,125.8734,145.4094,135.3335,191.184,162.33
EMB2756,172.082,176.0438,172.9663,290.43,332.8372,371.071,205.444,186.9911,207.7278,341.7171,336.7556,312.5609
EDA3,264.8058,368.6286,347.8651,673.6362,611.4624,718.3375,552.7423,413.9998,592.0241,534.5674,547.3491,492.0314
495503,235.5686,224.4854,226.1123,102.1883,99.599,126.0241,170.3881,211.0017,121.6691,147.1752,123.2506,130.0657
481373,2010.6864,2811.9746,1964.4717,203.0321,31.5187,65.8126,492.4135,711.585,250.7571,344.2546,129.0735,227.867
DJC82,90.2178,87.4311,81.1685,236.6467,297.5363,200.2383,166.3118,104.7732,157.2796,176.7794,187.3021,190.5614
893320,206.3313,165.4103,173.9326,53.7833,50.4299,29.4056,77.4491,117.8699,100.8963,82.8918,35.9077,48.3965
491340,376.7426,439.5187,398.1123,693.805,671.9782,686.1314,511.1644,363.796,459.9686,616.6133,641.4854,659.4028
479508,154.5397,171.3178,186.4944,262.1937,257.1924,259.0496,298.383,245.9261,357.5885,213.1503,236.7964,194.5944
938151,171.2467,189.0403,185.5281,270.2612,312.6653,340.2651,212.7813,170.2565,229.9843,252.0587,273.6745,191.5696
AtGH9B13,341.658,239.8449,305.3483,12.1012,6.3037,8.4016,52.9915,74.942,28.1916,21.9917,13.5867,15.1239
ATMTRNASEII,307.4086,391.0771,357.528,695.1496,698.4539,683.3308,435.3457,291.0368,339.7833,627.6091,623.0463,651.3367
943584,476.9846,417.0702,378.7865,646.7446,709.8006,714.1367,175.2796,214.6396,323.4618,296.8879,340.6375,436.5771
CCR2,310.75,320.187,318.8764,548.59,460.1727,487.2933,505.4576,413.9998,437.7121,496.5048,517.2643,466.8249
SEU,446.0767,385.1696,463.8202,606.4071,596.3334,609.1166,399.4745,446.7415,452.5498,548.9465,598.7844,601.9319
ATLOX5,155.375,106.3352,103.3932,18.8242,11.3467,25.2048,67.6661,108.4112,60.8346,29.6042,37.8486,41.3387
KCS12,58.4745,92.1572,55.0786,5.3783,2.5215,7.0013,97.8305,130.239,86.0586,11.8417,7.7638,11.0909
476682,426.0283,454.8782,450.2921,1111.9704,1635.1891,1345.6576,617.1474,496.9453,908.0671,831.4552,1059.761,1251.2521
ATBG_PPAP,751.8146,779.7913,787.528,504.2187,433.697,513.8984,644.0508,616.998,534.1571,507.5007,440.5966,473.8827
ABCC1,667.4443,719.5347,663.8426,1395.6775,1644.0143,1632.7126,814.4389,827.9997,875.4242,1256.91,1321.7898,1336.9543
479910,270.6533,486.7788,290.8539,2006.1183,3158.1716,2621.3018,1222.8812,714.4953,980.7718,2011.3943,2288.3851,1704.9696
488439,82.6996,112.2427,55.0786,258.16,220.6308,243.6466,150.822,94.587,99.4126,239.3711,233.885,196.6109
ATCNFU3,103.5833,178.4068,95.6629,309.2542,302.5793,324.8622,375.8322,252.4744,321.978,334.1046,305.7003,277.2718
919156,634.8657,842.4109,578.8089,99.4992,73.1233,194.6373,339.1457,536.2353,350.1697,202.1544,93.1658,132.0822
DJC77,243.9221,252.8414,208.7191,567.4142,600.1156,715.537,595.9508,383.441,471.8388,545.5632,670.5997,550.5106
937643,283.1835,152.4137,258.9663,69.9183,100.8598,74.2142,112.5051,128.0562,93.4775,75.2793,118.3982,104.8592
943574,175.4234,199.6738,151.7078,25.5471,17.6505,23.8046,127.9949,176.8049,50.4482,35.525,22.321,47.3883
ATSCAR2,499.539,443.0632,471.5505,289.0854,216.8485,211.4405,522.5779,526.049,540.0922,296.0421,342.5784,342.8088
VTC4,193.8011,216.2149,229.0112,560.6912,650.5455,579.711,432.9,320.1405,750.7875,635.2217,670.5997,540.428
484805,386.7668,445.4262,407.7752,293.1192,218.1093,257.6493,339.961,347.0614,319.0105,329.0296,226.1212,271.2222
472530,270.6533,464.3303,355.5955,876.6683,876.2193,775.7485,627.7457,440.9207,695.888,658.0592,653.1311,565.6345
PYE,60.1452,66.1641,36.7191,192.2754,168.9401,278.6533,98.6458,74.2144,60.8346,124.3377,155.2763,98.8096
ABCB27,303.2319,276.4715,273.4606,497.4958,480.3447,474.6909,269.0339,201.543,224.0492,391.6213,373.6337,385.1558
947205,220.5323,210.3073,229.0112,341.5242,337.8802,368.2705,291.861,237.9226,365.0074,282.5087,304.7298,291.3875
ATSERAT1;1,195.4718,179.5883,208.7191,427.5775,458.912,541.9037,240.5,185.536,194.3738,324.8004,346.4603,311.5527
ANP1,101.0773,88.6126,109.191,32.27,30.2579,35.0067,77.4491,74.2144,57.867,63.4376,49.4943,77.6361
AtRABA4a,131.1499,109.8797,127.5505,88.7425,97.0775,79.8153,89.678,88.0386,118.7016,75.2793,78.6086,75.6196
918501,243.9221,216.2149,258,447.7462,412.2643,471.8903,354.6356,248.1089,240.3707,343.4088,415.3642,375.0731
ATPTB1,173.7527,189.0403,195.191,310.5987,369.3989,380.8729,194.8457,167.3462,142.4419,261.3628,333.8441,297.437
ABCI21,128.6438,105.1537,106.2921,391.2737,351.7485,371.071,141.039,90.2214,80.1236,247.8295,301.8184,171.4044
487706,551.3307,736.0757,739.2134,1488.4537,1598.6274,1369.4622,1123.4202,871.6552,1040.1226,1274.6725,1240.2698,999.1868
SPT16,640.7131,752.6167,697.6628,450.4354,370.6597,413.0791,573.1237,605.3565,553.4461,545.5632,448.3604,533.3701
SEP2,66.828,51.9861,76.3371,203.0321,231.9775,193.237,135.3322,155.7047,158.7634,148.8669,197.0069,126.0326
317378,158.7164,146.5062,143.9775,84.7087,61.7766,70.0134,116.5813,154.9771,114.2503,61.7459,53.3762,73.6031
FBA6,507.8925,522.2239,586.5392,1009.7821,1597.3666,1356.8598,538.883,494.7626,624.6671,969.3263,1093.7277,1092.9551
AXR2,294.043,296.557,323.7078,180.1742,75.6448,123.2236,348.1135,494.035,488.1603,175.9336,62.1105,132.0822
486241,445.2413,512.7718,475.4157,660.1904,800.5744,690.3322,543.7745,499.1281,464.4199,626.7633,668.6587,617.0558
470145,1116.027,1231.125,1203.0336,836.3308,799.3137,806.5544,812.8084,1052.8256,1184.0483,992.1638,961.7428,968.9389
935675,138.668,219.7594,178.764,473.2933,549.6858,544.7043,371.7559,291.0368,296.754,446.6006,486.209,452.7092
339978,277.3361,271.7454,285.0561,154.6271,166.4186,186.2357,127.9949,209.5465,178.0524,148.021,117.4277,147.2061
490828,179.6002,179.5883,176.8314,75.2967,104.642,85.4164,158.1593,189.9015,181.0199,126.0293,131.0144,129.0574
315473,242.2514,335.5465,326.6067,629.265,562.2932,604.9158,491.5983,387.8065,391.7152,560.7882,552.2015,504.1306
SDG13,91.8885,59.0751,60.8764,21.5133,12.6075,11.2021,22.8271,26.9209,50.4482,10.9958,10.6752,51.4213
ATNAT12,464.4544,438.3372,461.8876,336.1458,262.2354,316.4606,397.0288,443.1035,507.4493,304.5004,265.9107,270.214
ATHD1,553.0014,628.559,581.7078,1000.37,1019.9444,918.5759,570.6779,485.3039,534.1571,979.4763,1006.3848,894.3276
948855,43.4382,57.8936,59.9101,198.9983,308.8831,250.648,131.2559,86.5834,133.5393,160.7085,196.0364,118.9748
LTP5,223.8737,159.5028,231.9101,719.3521,806.8782,635.7217,370.1254,221.188,462.9362,667.3634,850.138,608.9897
ATSCO1,1230.4699,1671.8252,1524.8088,3213.5541,2726.9961,2888.753,2585.1709,1866.2734,2762.7793,2360.7239,2235.9793,1941.9109
492561,172.082,173.6808,156.5393,478.6717,344.184,460.6882,192.4,171.7117,181.0199,213.1503,242.6193,254.0818
941407,100.2419,86.2496,101.4607,32.27,25.2149,5.6011,21.1966,41.4727,22.2565,10.15,7.7638,18.1487
473639,70.1694,49.6231,82.1348,6.7229,5.043,8.4016,14.6746,23.2829,8.9026,6.7667,7.7638,9.0744
ATOST1,48.4503,73.2531,47.3483,188.2417,264.7569,158.2303,165.4966,188.4463,126.1204,233.4503,246.5012,262.1479
479001,176.2588,155.9583,154.6067,83.3642,68.0803,79.8153,159.7898,227.0087,201.7927,93.0418,130.0439,125.0244
486655,342.4933,196.1293,277.3258,104.8775,93.2953,106.4204,220.1186,224.0983,140.9581,131.9502,100.9296,133.0905
943412,253.1109,264.6564,248.337,558.0021,670.7175,527.9011,387.2457,379.0754,350.1697,573.4757,619.1644,572.6923
ATCLH2,16.707,25.993,14.4944,204.3767,327.7943,274.4525,143.4847,48.7487,60.8346,289.2754,307.6412,289.3709
919955,113.6075,121.6947,147.8427,248.7479,312.6653,280.0536,147.561,134.6045,93.4775,257.9795,313.4641,250.0488
897649,162.0578,163.0473,159.4382,267.5721,302.5793,324.8622,248.6525,237.9226,207.7278,260.517,308.6117,258.1148
FTSH8,321.6096,528.1314,384.5842,1487.1091,2430.7205,1848.3539,1486.2083,937.8661,1454.0944,1405.7768,1608.0806,1078.8394
926758,15.8716,5.9075,12.5618,92.7762,128.5962,86.8166,4.8915,6.5483,5.9351,26.2209,44.6419,51.4213
316139,218.0262,220.9409,215.4831,735.4871,564.8147,876.5678,602.4728,367.434,421.3906,614.0758,609.4596,466.8249
HYH,14.2009,42.5341,16.427,399.3412,216.8485,295.4566,110.8746,32.014,84.5749,222.4545,242.6193,191.5696
934530,66.828,47.2601,62.809,29.5808,20.172,18.2035,48.9152,45.1107,56.3833,32.1417,31.0553,17.1404
488687,182.9416,212.6703,190.3595,469.2596,529.5138,581.1113,229.9017,198.6326,157.2796,295.1962,326.0803,387.1723
ZFP7,189.6243,212.6703,156.5393,75.2967,64.2981,88.2169,84.7864,176.0773,207.7278,70.2043,100.9296,69.57
ATERDJ2A,526.2702,536.4019,550.7864,809.4391,1130.8902,1118.8142,538.883,398.7204,439.1958,923.6512,930.6876,847.9476
AIL6,90.2178,86.2496,78.2697,33.6146,26.4757,22.4043,48.1,47.2935,44.5131,50.7501,59.1991,50.4131
PSAT,504.5511,479.6898,510.2022,227.2346,234.499,257.6493,382.3542,383.441,348.6859,307.8837,346.4603,319.6188
486308,334.1398,418.2517,316.9438,563.3804,626.5913,564.308,485.0762,448.9243,409.5205,562.4799,542.4967,462.7919
BOU,267.3119,433.6112,300.5168,839.02,697.1932,788.3509,719.8694,429.2793,471.8388,737.5676,738.5331,593.8658
SPA4,81.8643,98.0647,70.5393,258.16,344.184,254.8488,133.7017,82.9455,146.8932,200.4628,258.1469,226.8588
ARK3,553.8368,451.3337,471.5505,237.9912,147.5074,215.6413,453.2813,486.0314,298.2377,284.2004,285.3203,332.7262
344104,152.0336,146.5062,134.3146,235.3021,228.1952,208.6399,203.8135,155.7047,203.2765,226.6836,225.1507,209.7183
475959,326.6217,249.2969,324.6741,80.675,25.2149,44.8086,127.9949,119.3251,74.1885,71.0501,57.2582,60.4957
943955,62.6512,72.0716,63.7753,12.1012,7.5645,22.4043,24.4576,29.8313,20.7728,15.225,10.6752,6.0496
SQE3,268.9826,339.0911,181.6629,1029.9508,1383.0396,1120.2145,533.9915,226.2811,290.8189,977.7846,1168.4545,853.9972
TBP1,207.1667,159.5028,168.1348,71.2629,97.0775,67.2129,129.6254,143.3356,132.0555,98.1168,97.0477,93.7683
496358,299.8905,242.2079,304.382,125.0462,147.5074,128.8247,228.2712,270.6642,290.8189,183.5461,153.3354,175.4374
AT-RSH1,501.2097,603.7475,561.4157,1177.855,1275.8761,1174.8249,1054.1236,750.8749,1130.6326,1093.6639,1070.4363,1006.2446
GIG1,84.3703,67.3456,86.9663,6.7229,2.5215,4.2008,13.8593,18.1898,2.9675,8.4583,8.7343,6.0496
PXY,678.3038,591.9325,490.8763,217.8225,274.8429,212.8407,364.4186,528.2318,436.2283,243.6003,343.5489,281.3049
